Date,Temperature_C,Humidity_%,Pressure_hPa,Wind_Speed_m/s,Cloud_Cover_%,Solar_Radiation_W/m^2,Soil_Moisture_%,Evaporation_mm/day,Rainfall_mm
2010-01-01,18.45789646756844,78.12058026586071,1002.5257905518991,0.9066260409598814,33.86719248874972,19.289887638260783,4.140285918426945,2.337584893903626,40.668749805227705
2010-01-02,22.068347401744255,52.779279647782545,1015.929910024318,7.2323268256366475,70.64556853165807,273.1113610564428,44.20386619489061,0.3930466176315567,29.75981864303503
2010-01-03,27.827849084091536,36.63172403455409,1020.4046295812634,15.12967698199833,82.64839409810713,545.8787411876158,81.81796497217407,2.7596802362332964,14.18443974075618
2010-01-04,38.26858684051712,98.31096039484757,1018.4028860826836,7.378287467072402,34.62742664774085,103.2231174712547,93.40071412951036,0.44099326727032595,52.730006161181315
2010-01-05,26.022787329192454,50.038132476822824,970.9923669573926,14.303439052191614,8.553535929946198,640.8702800127269,22.946792057193477,0.4754393918676819,0.0
2010-01-06,31.025787066179593,59.6665729621502,981.2084738914299,7.389574472674665,29.633025109185652,731.6589439900749,57.919494035279506,4.257385369012299,1.1029686877228773
2010-01-07,22.719312082332095,75.49047451918025,1009.2943181270699,8.464788829803728,13.736865457490277,283.2835573102604,80.43302395505837,1.4471077168229474,37.65155276372504
2010-01-08,27.193641098171597,31.72881083802779,992.5455608682378,11.277842256585322,46.735872722718085,564.6744494910668,75.24076428591857,3.3933510005621814,9.128721309755917
2010-01-09,7.48262756468207,86.71813913621008,1028.9489590636665,19.01363873614165,15.593515131607827,118.56330613497067,61.88901169800791,2.5446216766433087,52.98461144729676
2010-01-10,13.903705329464644,67.56047330200343,1009.9242875582952,2.1772089329331035,46.28447576579773,552.6531592904216,1.8691188262000225,1.1116334560220709,14.13566676308779
2010-01-11,17.664858262179855,49.47520309481755,1027.3929345237525,0.6582753732234736,22.100289232464775,17.164329829634628,72.38858401115658,2.589101493266038,40.521128831210845
2010-01-12,21.537267425227974,34.31255897047285,982.0867888987476,12.159143676200904,73.8731105462403,120.61720544888077,77.3242503278815,0.34496767949876384,35.66889829432012
2010-01-13,6.597706092583431,41.3748890832109,1021.8374216869014,18.981941778568526,2.7568240835845637,567.9051572869361,72.2849506625635,1.736061747948547,14.128976959712526
2010-01-14,9.900843414366118,92.65237011974058,989.2811383489135,19.7944626510943,55.47463038319256,569.4801783010449,76.58091614899567,2.6141811251024585,38.1111499937668
2010-01-15,14.688500772695702,78.02169567551238,1029.3738884942684,9.683284947840036,16.94882749200567,512.9301646761417,43.09148926788603,1.1419716904282602,21.287470077529054
2010-01-16,39.00364418153677,47.49312051458229,979.4613203243888,9.36163242170197,0.09918644696270684,381.89121950736256,99.3752145925391,3.3009406509068024,17.56668563089554
2010-01-17,16.59714524860678,34.592053546152066,1000.9803891302996,12.899275414903924,86.92000880648071,539.926472937556,77.0786915872659,0.25905960848153387,19.49716571114542
2010-01-18,21.871437033922888,78.34307186706454,1017.5706720302273,11.112695144099396,67.15277878140677,619.0406386310306,57.868000527998554,2.4240494893531346,16.67580541148515
2010-01-19,11.863419945843752,70.06854081774355,995.9585488362421,12.681761152282363,9.89428220505234,773.185327229395,93.41912697466239,3.574978906446917,18.789968953381543
2010-01-20,26.37730248765189,58.31636671207645,998.0850436112588,17.479988510757885,66.40723676838556,710.912825238884,90.81983394580183,2.1497302947838643,18.42302696058639
2010-01-21,14.8239125430591,55.452801443304466,1029.1813477303444,14.926123389752187,61.16473327375985,635.6273620528997,81.4567065334265,4.37293207659469,20.972791117416964
2010-01-22,12.244740245344937,45.17699931503758,995.5184890180692,9.93754783373591,47.335668704320334,555.8060133714984,56.36949189837664,3.160963906203328,13.492195088207081
2010-01-23,23.080041995609268,76.87278795762623,1006.2443260359438,9.237289180003392,41.9258098425614,459.3244363458938,52.71010191467135,4.7924645802936885,25.49459171650572
2010-01-24,5.192702970614729,97.94676194557094,973.272379640509,12.792034970262321,88.7069762915735,96.487058681533,32.87079319745207,1.4206090638748936,56.64986487143762
2010-01-25,5.268241142722887,42.30006720857781,1020.5326048126155,9.114125688405949,24.514801989745127,132.44547367871436,25.087797910394837,4.693946654273736,29.732941041098147
2010-01-26,12.667408318565023,71.79816340108523,1008.8900829387726,9.155587025312798,39.83100570133833,656.2236485367196,51.23595169750865,3.0341129494284838,12.446435507484855
2010-01-27,6.28524768752874,59.692953902218335,994.2412061717688,0.32611803573009635,32.91154128948273,642.6503297657764,57.77817617119738,3.725894496066993,18.652926462532392
2010-01-28,8.780901394574197,61.268210522126545,970.9701723972712,3.4812827481461683,77.12010290366335,491.5671407786904,24.452643145884558,4.510805585217234,22.89633926592355
2010-01-29,16.860122726856304,47.79030960894701,1005.5001292356102,9.77027279991506,91.64653062325394,351.0721061729227,92.26012436534788,2.7559859399591047,38.932538080512366
2010-01-30,33.09049878529345,87.75944129629934,970.7594697090498,16.453069181007383,84.97816987402305,20.826119858884518,55.727399673431854,4.310903959748327,50.83654051006266
2010-01-31,25.02170251792553,63.96789229030688,970.0722168345411,5.574540134542483,79.77039302997684,261.74155402283515,52.650532538214655,2.7084846979402766,41.48490184818175
2010-02-01,22.943370408474575,68.03840965387849,1006.9659137289613,10.452868662622981,98.6789945570083,336.5117260522543,43.563838836614025,2.9959946380861884,37.06173585299129
2010-02-02,15.272108812284257,51.333263895812806,981.3410240400733,6.899241695184644,69.71445504103852,388.65302893873644,5.807129571686054,2.2254928644869274,17.065743484353717
2010-02-03,37.61138018014857,42.72659259668648,981.5132529830857,2.0960797907917805,75.10537912135338,743.4596788489673,88.24013344598492,0.7281927592005144,6.829747608842926
2010-02-04,18.89552644330171,36.013727174197435,1009.1962939499646,19.16596966142601,98.2802539705019,86.96751984011426,31.699422644302977,2.767516166744333,40.40504122560963
2010-02-05,8.048246837852002,79.98833986474412,973.2218312763624,17.093477405006034,0.6990785399174082,415.0935358238163,64.24603344682944,4.8872411513309055,27.92862356678588
2010-02-06,26.597328064123044,43.7363997181499,988.8043336884734,1.5698484893381282,63.404837643636505,294.33783756662376,60.74335589700354,3.9359299786614215,23.723842135360094
2010-02-07,8.984343771681049,78.30527479321584,978.9659141285211,14.395745249365692,73.89715319532895,792.0784953728413,58.44868253845268,3.737492423767182,17.70483710830495
2010-02-08,17.082809998059222,57.32635122328677,1004.8105821877921,6.951598087150003,91.7827053757195,689.4912130263242,52.57122020115841,3.216544013648148,15.977541591140293
2010-02-09,22.75941785512331,59.1042360692756,1009.7059092836438,19.896996141235853,88.38443041843428,351.0286833911367,18.14398334313281,1.7395433674362226,29.2392671012823
2010-02-10,35.59778836398115,62.842424726494016,1013.2681512159426,6.047970396579554,84.19606812337943,799.7564874838083,28.060574104796554,0.8480759723918924,0.0
2010-02-11,22.274130311904152,55.739595568928024,985.3138730151139,4.774768907251998,94.57912719417038,411.2505971771971,52.41880712703001,1.1227580082134492,28.866468424956324
2010-02-12,29.57905681110825,37.04339840558131,975.354985098195,11.357810966108104,53.73791879137075,133.69423727312056,78.9342451596926,0.03161044771325061,33.762406817418366
2010-02-13,39.748589364967465,51.674226700199206,974.7210194165139,16.702523266864084,0.6920095584826758,444.69975346137164,43.19889706504186,3.3674021044917737,2.594668484889637
2010-02-14,9.602119196429356,76.46140524857569,995.5690929070435,3.8503774363959598,1.1054398697009526,180.96461264291727,20.392255304613084,4.059387792782169,36.23413896202937
2010-02-15,14.615603393183182,76.60490810282097,1026.750664543763,14.188055394386625,54.46390556178581,509.0502720610016,8.794442480542596,1.3445567559902987,22.352044981468033
2010-02-16,18.81016264591762,50.035701506799604,983.0637420548214,1.2281316628224337,43.527223886394125,749.9521399071405,66.30110034940242,0.4592519982213594,9.09323432394645
2010-02-17,19.763986248859098,62.20718385903816,985.404496080493,18.378694862209947,45.12450533654485,628.9588614680226,42.33399706211646,1.6786353391095892,10.95933489900015
2010-02-18,19.385737634294102,43.54130596083562,976.0533281263515,1.6214983229459756,40.0404737210037,218.53095233524417,12.537089262264189,1.4602561470848896,23.643383370759736
2010-02-19,36.76638508947942,44.7260457070885,1006.3342164336358,18.28462752688325,91.77258090912358,237.4868999728057,67.44668799869838,2.254381803888659,27.91290713595438
2010-02-20,29.991142556339977,31.61329618846252,1010.7923724368305,9.816144989054056,35.917035116978994,55.43056247224962,20.757873085437318,1.320510271605055,18.168396883851806
2010-02-21,26.276682493174633,92.77225849354213,1008.5758724896456,8.961822255918397,85.62269417630833,228.6942685170219,50.90160483036771,1.6986635267251455,47.2587493203198
2010-02-22,15.828045125197374,44.74946655524344,1021.6678145826869,19.46614159000753,90.28647937916409,74.09983974225378,30.618797507686047,4.537773896746213,42.377690831648735
2010-02-23,33.83266344774532,45.92737138555243,999.1855501015643,19.80768355396438,49.950176999895476,399.55897546051426,93.16900644340004,1.674176764448031,20.030949433944848
2010-02-24,38.42711790197461,49.57210028515922,978.0674224460239,13.003562519220239,44.69380373650883,566.677663598606,22.82880662711656,3.927590233649485,0.0
2010-02-25,33.74193988925793,38.91856501868003,987.3643078422648,2.54238583714097,76.10206042154468,600.9449291993268,41.991852154202846,3.129168501122297,5.845918231704923
2010-02-26,5.054778681701552,74.7484018226954,1009.7457984052811,10.12340171310405,70.79715076398824,47.62338579854326,95.94935968280058,1.6876897281568692,66.21724812705962
2010-02-27,27.274047956419246,35.26000672243106,1006.7873184244936,10.58326201911325,32.853511659620594,271.96471859056163,31.87251799383154,4.088941348901752,12.530132777772172
2010-02-28,6.789738350473526,39.39416984284452,1001.8601877845778,10.288928562706195,10.254812592464656,230.53741323794696,64.45931630110002,2.9753803479813246,30.049960214032325
2010-03-01,14.016252711680265,75.1329708613065,1010.9778651213212,11.389836770400194,26.485240018248035,83.44025838986768,31.67270437063252,0.04309363799450183,40.26272457802154
2010-03-02,7.083364512172009,53.77624343370099,1008.243451022398,0.37449427588781337,13.102850581229896,289.9770487456045,11.0674979117249,0.3436410078619989,24.76469069987717
2010-03-03,26.132840853228572,79.55634786908323,1022.8794933678971,14.224545629410049,29.473227577669135,239.4560873113889,62.75472326842928,3.7631977972615944,37.30418470962062
2010-03-04,29.030646972241236,69.01973212690994,1005.1609826486978,14.247886039059761,26.182156558079907,507.5993834714214,91.60315352853404,2.2326389479259716,26.814048436722047
2010-03-05,9.00706733230668,47.92148211430592,1016.7160815220334,2.3093955035577585,63.77114238867135,706.6421309869703,45.25646672340918,2.027538958717703,9.648960308372548
2010-03-06,18.434360906574284,75.55795653425297,984.9224293579881,11.404788848916015,95.44960284547797,363.87337669857266,62.617654269246714,0.7291359209790399,42.060765620381744
2010-03-07,20.96827781344397,38.13915762050165,1010.690955075344,11.367223648715491,68.57437323304836,597.3321382134549,60.88984132566231,0.7865929698063512,6.651371921063543
2010-03-08,17.91685576163208,67.54872681560212,1024.1316471029606,13.649008403808002,92.66494080645697,116.80829368853942,41.50897026278759,3.988762250479503,51.08397003590224
2010-03-09,9.235875016981757,60.60036735315242,993.14393967399,1.7079538427016216,78.41322586084434,715.9731029150917,61.48966387647305,4.145085669807276,28.073405291924008
2010-03-10,19.663172656561642,48.75115079722086,1016.7462512403188,12.530066145321928,72.78776220711732,122.07579057207383,25.931808441897218,2.800012703193646,32.80097880029724
2010-03-11,31.291231673294636,72.280349841765,1013.4873580717261,5.615039014926824,41.406194021334144,153.68094447951142,37.80379046030521,1.475639049028437,35.278388031695414
2010-03-12,7.485268258663941,90.99335146381978,973.5715718123093,10.14005980992344,32.47945028633686,85.17104287014119,44.231885636237514,4.663504083339151,53.1726654139151
2010-03-13,7.806300492866621,99.92332898341537,1004.8904985774443,15.466471054081534,84.62773724729192,247.74360121642917,86.40086835624805,3.119811954976133,59.70299917459664
2010-03-14,17.416995214259448,72.54339381203971,977.8113609520482,14.112918727260267,90.53932329290053,441.92835737242086,34.833289483325494,3.983210597258941,34.807313486083586
2010-03-15,37.960399906662374,58.329411203041914,1028.0391503338356,2.3780603535598677,45.1882493650932,790.3952891250614,63.51370481158264,0.016414601441077092,0.12912363572054275
2010-03-16,28.400042635301993,45.76449701513411,1018.6844501620394,11.823695742321465,0.9063098186644414,634.6944277260351,21.340383741889866,2.2515980043768025,0.0
